Title	Publisher	Text	Cluster
L’autogoal di Shell, il tweet su cambiamenti climatici scatena Greta Thunberg & co: ‘greenwash senza fine’	Finanzaonline.com	Cosa siete disposti a cambiare per contribuire a ridurre le emissioni? È la domanda che il gigante petrolifero Royal Dutch Shell ha postato su Twitter e sebbene abbia ricevuto un modesto numero di voti (solo 199 voti), il tweet non è passato inosservato ed è diventato virale, ma non per le ragioni che l’azienda avrebbe sperato. Non sono mancati, infatti, gli attacchi eccellenti dei grandi esponenti green contro il gruppo oil. A puntare il dito contro la Shell è stata subito l’attivista Greta Thunberg che ha accusato l’azienda di “greenwash senza fine”, un ambientalismo di facciata mentre la scienziata del clima, la professoressa Katharine Hayhoe ha sottolineato l’enorme contributo della Shell all’anidride carbonica atmosferica che sta riscaldando il pianeta. Un suo collega, Peter Kalmus, è stato più diretto, e ha detto che la società stava illuminando il pubblico suggerendo che le azioni individuali potevano fermare la crisi climatica, piuttosto che un cambiamento sistemico nell’industria dei combustibili fossili. I don’t know about you, but I sure am willing to call-out-the-fossil-fuel-companies-for-knowingly-destroying-future-living-conditions -for-countless-generations-for profit-and-then-trying-to-distract-people-and-prevent-real-systemic-change-through-endless greenwash-campaigns. https://t.co/O3ReJPv81Q — Greta Thunberg (@GretaThunberg) November 2, 2020 Alcuni utenti di Twitter hanno bollato il sondaggio di Shell come ironico mentre altri si sono chiesti se i vertici dell’azienda fossero impazziti. Anche la deputata democratica di New York, Alexandria Ocasio-Cortez, co-autore della versione più progressista di un Green New Deal che si è poi arenata al Congresso, ha sottolineato che l’anglo-olandese Shell non può sottrarsi a decenni di responsabilità per il cambiamento climatico. “Cambiare il sistema energetico richiede che tutti facciano la loro parte”, ha risposto la Shell. “Ecco di cosa trattava il sondaggio lanciato oggi. Per quanto riguarda la nostra parte, la settimana scorsa abbiamo detto che Shell rimodellerà il suo portafoglio di beni e prodotti per soddisfare il fabbisogno energetico più pulito dei suoi clienti nei prossimi decenni”. Shell in effetti ha messo in campo programmi di transizione energetica più ambiziosi rispetto ai concorrenti statunitensi, tra cui i colossi Chevron ed Exxon. C’è chi eccepisce sull’entità delle misure messe in atto dai colossi oil. I recenti investimenti di Shell nell’energia a basse emissioni di carbonio risultano esigui rispetto agli investimenti nei combustibili fossili. Il piano di Shell per diventare net carbon zero copre solo il 65% circa delle emissioni del petrolio e del gas che produce, secondo Follow This, un gruppo di oltre 5.800 azionisti verdi di compagnie petrolifere e del gas. Il prezzo delle azioni della Royal Dutch Shell negoziato a Londra è stato ridotto di oltre la metà quest’anno, poiché la pandemia COVID-19 ha schiacciato la domanda di energia. La Bce ricalibrerà quegli strumenti che “hanno funzionato”. Lo ha detto Peter Kazimir, attuale governatore della banca centrale della Slovacchia e membro del Consiglio direttivo della Bce. Le parole di … Ogni segnale di compiacenza potrebbe essere dannoso”. Così si legge nelle minute della Bce, relative all’ultima riunione del Consiglio direttivo della banca centrale europea. Dai verbali emerge che i banchieri … Battenti chiusi per Wall Street. Oggi la Borsa di New York rimarrà chiusa per festività, in occasione del Giorno del Ringraziamento, e riaprirà domani ma solo per mezza giornata. In … Ieri Wall Street si è presa una pausa con Dow Jones tornato sotto la soglia record dei 30mila punti. Segno meno anche per lo S&P 500 (-0,16%), mentre il Nasdaq … La Federal Reserve di Jerome Powell è pronta ad effetture aggiustamenti sui propri acquisti di Treasuries che, insieme a quelli di strumenti finanziari garantiti dai mutui, avvengono ogni mese per …	3
Greta Thunberg: la giovane attivista riflette sulla crisi ambientale ai tempi del coronavirus	La Repubblica	In un'intervista esclusiva con National Geographic, Greta Thunberg analizza i successi del movimento ambientalista giovanile e le sfide da affrontare	3
"Pac, il no di Greta Thunberg: ""La riforma agricola distruggerà gli Accordi di Parigi"""	La Repubblica	This afternoon, I met with @GretaThunberg @LuisaMNeubauer @AnunaDe and @adelaidecharli2 to discuss negotiations on the new common agricultural policy and EU #climateaction. It was a good opportunity to hear their concerns on the #CAP specifically.	2
Anche Greta Thunberg abbandona la piazza del venerdì e va online	La Tecnica della Scuola	Stop al “ClimateStrike”, allo sciopero del venerdì proclamato dagli studenti davanti al parlamento di Stoccolma su iniziativa di Greta Thunberg e poi diffuso in tutta Europa, Usa comprese. La pandemia colpisce pure la protesta più ecologista e più sentita dai giovani, tanto che la famosa attivista pro-clima Greta Thunberg ha annunciato oggi che interromperà le sue proteste davanti al parlamento svedese a causa dell’aumento dei contagi da Covid-19 e tornerà a fare solo campagna online. “La situazione sta peggiorando, quindi per me si torna a ClimateStrikeOnline”. Greta Thunberg ha saltato la scuola tutti i venerdì dall’agosto 2018 per presentarsi davanti al parlamento di Stoccolma e chiedere al suo governo di intraprendere azioni concrete per far fronte ai cambiamenti climatici.	3
Incontro tra Conte e Greta Thunberg: «Trattare l'emergenza climatica come crisi»	triestecafe.it	 Greta Thunberg ha incontrato nelle scorse settimane il premier Giuseppe Conte ed il ministro dell'Ambiente Sergio Costa in videoconferenza assieme ad altre giovani attiviste. Il messaggio che le giovani ragazze vogliono veicolare è importante e sottolinea come sia «il momento di iniziare a trattare l'emergenza climatica come una crisi. le giovani attiviste hanno inviato a tutti i leader dell'Ue e del mondo una lettera aperta (https://climateemergencyeu.org/) che è stata già firmata da quasi 130.000 persone». Così Fridays For Future (Fff) Italia, che continua «L’Italia ha un ruolo cruciale da svolgere a livello Ue e internazionale nell'azione per il clima in quanto terza economia dell'Ue, ospite del G20 del prossimo anno e co-organizzatrice del vertice sul clima Cop26». Ciò che chiedono al premier è di «affrontare l'emergenza climatica e passare all'azione seguendo le richieste della lettera. Queste includono lo stop a tutti gli investimenti e i sussidi ai combustibili fossili, l'uscita dal fossile, rendere l'ecocidio un crimine internazionale, e l'istituzione di budget annuali di carbonio vincolanti basati sui migliori dati scientifici disponibili».	0
Greta Thunberg, in arrivo il documentario sull'icona dell'attivismo ambientale	ArtsLife	«Il mondo si sta svegliando e il cambiamento sta arrivando, che vi piaccia o no». – Greta Thunberg I am Greta, il documenrario su Greta Thunberg, avrebbe dovuto uscire al cinema il 2 novembre, ma a causa della (nuova) chiusura dei cinema il film arriverà direttamente on demand su MioCinema, dal 14 novembre. Presentato alla 77^ Mostra Internazionale d’Arte Cinematografica di Venezia e al Toronto International Film Festival, il documentario è diretto dal regista svedese Nathan Grossman che ha seguito Greta in ogni sua attività per più di un anno. I am Greta offre un ritratto personale del percorso che ha visto Greta diventare un’attivista ambientale di fama internazionale. Un documentario per raccontare la storia di Greta Thunberg, l’adolescente attivista per il clima che è diventata l’icona di un movimento globale: a partire dallo sciopero scolastico solitario per una giustizia climatica fuori dal parlamento svedese, il film segue Greta nella sua ascesa alla ribalta e nel suo impatto globale galvanizzante che ha scatenato scioperi scolastici in tutto il mondo. Il film culmina con il suo viaggio nel 2019 in barca a vela nell’Oceano Atlantico per raggiungere New York e parlare all’ONU durante il Summit sul clima. Nel 2018, Greta Thunberg – quindicenne svedese – ha tenuto uno sciopero nell’orario scolastico fuori dal palazzo del parlamento di Stoccolma. All’inizio era seduta da sola, distribuiva informazioni e rispondeva alle domande dei passanti. Altri hanno iniziato a unirsi a lei, e nel giro di pochi mesi Greta ha dato vita a un movimento mondiale: Fridays For Future. Girato con il sostegno della famiglia Thunberg, il documentario riprende gli incontri di Greta con i leader dei governi, le sue apparizioni pubbliche e le sue proteste globali. Ma descrive anche la vita di Greta al di fuori dei momenti visibili sui telegiornali di tutto il mondo: la vediamo a casa con la sua famiglia, scrivere discorsi appassionati e cercare di gestire lo stress dei suoi frequenti viaggi, vediamo l’attenzione del pubblico nei suoi confronti, e il percorso che ha compiuto fino a diventare il volto della causa del cambiamento climatico. Greta, che ha la sindrome di Asperger, riesce a far breccia in chiunque incontra, dai delegati delle Nazioni Unite, a Papa Francesco, ai più grandi nomi di Hollywood, grazie alla sua incrollabile dedizione. Il padre di Greta, Svante, che viaggia costantemente a suo fianco, è preoccupato per le parole d’odio (e per le minacce di morte) rivolte a lei da esperti, politici e negazionisti del cambiamento climatico. Il film culmina con l’arduo viaggio di due settimane intrapreso da Greta in barca a vela per raggiungere il Summit dell’ONU per il clima, a New York, dove Greta è stata accolta da una folla che gridava il suo nome.	3
Elezioni Usa 2020: Greta Thunberg esorta Donald Trump a gestire la sua rabbia	Vogue Italia	"È così ridicolo. Donald deve lavorare sul suo problema di “Gestione della Rabbia, e andarsi a vedere un film vecchio stile con un amico! Chill Donald, Chill! L'attivista per il clima Greta Thunberg con queste parole - le stesse che Donald Trump rivolse a lei quando quasi piangendo parlò alla Conferenza Onu sul clima - ha esortato Donald Trump a smettere la sua rabbiosa protesta contro il conteggio dei voti nelle elezioni in corso. Le elezioni americane non hanno ancora un verdetto finale, ma l'avversario democratico di Trump, Joe Biden per ora, è in testa e le probabilità che vinca la partita sono piuttosto elevate. Nonostante questo, Trump - che poco dopo la chiusura dei seggi aveva rivendicato senza nessun fondamento una vittoria anticipata - continua a minacciare azioni legali e a intimare di fermare quel conteggio dei voti che lui ritiene fraudolento. Che Greta sia molto critica verso le posizioni del presidente uscente degli Stati Uniti, lo sappiamo da sempre. E all’inizio della settimana, l’attivista svedese lo ha ribadito con forza, sempre attraverso un tweet. ""Forse se Trump vince, quella sarà la scintilla che farà arrabbiare le persone che inizieranno a protestare e a chiedere azioni contro la crisi climatica. Penso che possiamo tranquillamente affermare che se Trump vincesse, la minaccia sarebbe concreta”. Ha continuato: ""Ma non sto dicendo che Joe Biden sia bravo o che le sue politiche siano sufficienti. Non lo sono! Per Greta la questione ambientale va ben oltre la politica, non è appannaggio della destra o della sinistra, dei repubblicani o dei democratici. In un altro suo tweet infatti, ha voluto sottolineare che il “verde” è solo un colore; quando un partito dice “faremo investimenti green”, questo può significare qualsiasi cosa. Certamente però, se l’America di Trump si era dissociata dagli Accordi di Parigi sul Clima, Biden ha promesso che sotto il suo mandato il Paese si sarebbe di nuovo seduto a quel tavolo con il resto del mondo a discutere di leggi e riforme per fermare quel riscaldamento globale che ha portato ad avere in quest’autunno 2020 il “terzo ottobre più caldo mai registrato” (come ha twittato Greta a inizio settimana, con tanto di grafici a dimostrazione) Allora via libera per ora al Green New Deal americano ed europeo - che riprendendo il nome dal New Deal di Franklin D. Roosevelt in risposta alla Grande Depressione riunisce tutte le proposte di legge e le riforme pensate per affrontare il cambiamento climatico e la disuguaglianza economica: secondo la giovane attivista è il primo passo nella giusta direzione, anche se è ben lungi dall'essere sufficiente. Quando del resto qualcuno le chiede se ci sia un leader politico che ha compreso appieno la crisi climatica, la sua risposta è sempre: ""No."" Se volete conoscere meglio Greta Thunberg, lo scorso 16 ottobre è uscito un documentario, presentato al Festival del Cinema di Venezia e diretto da Nathan Grossman (qui la sua intervista) che racconta la vita anche privata della ragazzina che due anni fa un venerdì come tanti altri ha deciso di non andare a scuola ma di sedersi alle porte del parlamento europeo per iniziare quei climate strike poi condivisi dai ragazzi di tutto il mondo"	0
La “Greta Thunberg cinese” costretta a lasciare la scuola: “Ho paura che il regime mi uccida”	Fanpage.it	"“Rischio di venire uccisa o incarcerata. Questo è quello che mi dicono sempre i miei genitori. Ma la mia battaglia per il clima è troppo importante”. Ou Hongy, nata e cresciuta nella città cinese di Guilin, ha solo 17 anni ma una determinazione inarrestabile. In Cina, uno dei paesi più inquinanti al mondo, è l’unica rappresentante di Fridays For Future, il movimento globale per il clima ispirato dalla giovane attivista svedese Greta Thumberg. E, proprio come la Greta degli inizi, Ou porta avanti da due anni la sua protesta solitaria per far sì che il governo cinese adotti politiche climatiche più rigorose. Ha passato gli ultimi mesi a percorrere le strade di alcune città cinesi, distribuendo volantini e reggendo cartelli che recitano: “Contro il cambiamento climatico non c’è vaccino” o “Sciopero degli studenti per il clima”. È sempre informatissima sugli ultimi studi scientifici sull’argomento ma in pochi si fermano ad ascoltarla. Ou racconta a Fanpage.it che è consapevole di rischiare molto per la sua causa: le autorità l’accusano di danneggiare l’immagine della Cina e la tengono sotto stretta sorveglianza. La maggior parte delle volte le forze dell’ordine la costringono a interrompere i suoi presidi per strada e, nel 2018, è stata espulsa da scuola perché il suo attivismo stava diventando ""troppo insistente"". Ou, com’è nata la tua lotta per il clima? In Cina nessuno parla ai bambini e ai ragazzi di ambiente e della situazione drammatica in cui si trova il nostro pianeta. Nelle scuole ci insegnano solo a concentrarci sulla didattica e sui voti. Io stessa non ne avevo praticamente mai sentito parlare prima che, nel novembre 2015, il presidente Xi Jinping partecipasse alla conferenza Cop21 e firmasse gli accordi di Parigi per contenere il cambiamento climatico. Allora ho cominciato a informarmi sull’argomento leggendo studi e riviste scientifiche e a sentirmi sempre più inquieta. Nel 2018, dopo aver visto il documentario premio Oscar “An inconvenient truth” sul riscaldamento globale e aver letto della protesta di Greta Thumberg, mi sono detta: “È arrivato il momento di mettermi in gioco in prima persona”. Ma ai dirigenti della tua scuola non è piaciuto il tuo attivismo. No, gli insegnanti mi hanno avvisata fin da subito, quando combattevo piccole battaglie come far bandire le posate di plastica dalla mensa. “Lascia perdere l’attivismo e concentrati sullo studio o finirai per prendere una brutta strada”, mi dicevano. Ma io non desistevo e nel dicembre 2018 è arrivato l’ultimatum dal preside: se non avessi smesso, sarei stata espulsa. E così è stato. All’inizio mi sono concentrata per superare i test che rilasciano l’attestato per andare a studiare all’estero. Poi ho capito che per sensibilizzare il mio paese sulla crisi climatica avrei dovuto rimanere qui, a lottare giorno dopo giorno. Nel marzo scorso, ho chiesto alla mia scuola di essere riammessa. “Solo se la smetterai con l’attivismo e ti sottoporrai a un test psicologico”, mi hanno detto. Ho fatto il test ed è venuto fuori solo che sono molto testarda. Ovviamente, non smetterò di combattere per l’ambiente. Quando i giovani di Fridays For Future hanno cominciato a scendere in piazza in tutto il mondo tu cosa hai fatto? Ho scoperto che il primo sciopero scolastico mondiale per il clima si sarebbe tenuto il 15 marzo 2019. È stata la prima volta che ho pensato di poter far parte di questo fantastico movimento. Sono andata a leggere la lista “School Strike For Climate"" per sapere quali città del mio paese avrebbero aderito alla protesta e sono rimasta sconvolta non vedendo nessun nome cinese. Com’era possibile che i giovani della Cina, il paese che emette più anidride carbonica al mondo, non partecipassero? Allora ho capito che avevo un’unica possibilità: scendere in piazza da sola. Il cuore mi batteva fortissimo quel giorno, avevo paura di essere arrestata: non si vedono quasi mai azioni civili di questo tipo in Cina. Ma l’ho fatto. Al settimo giorno di protesta, la polizia mi ha costretta ad andarmene. Greta Thumberg mi ha menzionata su Twitter scrivendomi: “Siamo tutti con te”. Da allora, non ho mai smesso di manifestare e informare per le strade. Recentemente Xi Jinping ha dichiarato all'Assemblea delle Nazioni Unite di voler annullare le emissioni di Co2 entro il 2060. Pensi che la Cina riuscirà a mantenere questo impegno? Spero di sì, anche se non sono state precisate le modalità con cui si intende raggiungere questo obiettivo. Annullare le emissioni richiederà una trasformazione totale per il paese. Il sistema energetico cinese è quasi interamente basato su combustibili fossili, in particolare carbone, il più inquinante di tutti. E, nonostante le promesse, la Cina continua a costruire nuove centrali a carbone."	0
Greta Thunberg a Che Tempo che fa. Chi è la svedese simbolo della lotta ai cambiamenti climatici:…	Il Fatto Quotidiano	A soli 17 anni ha già ricevuto due nomination per il Premio Nobel per la Pace (nel 2019 e nel 2020), è stata inserita da Forbes nell’elenco delle 100 donne più potenti al mondo, mentre la rivista Time l’ha messa in copertina come persona dell’anno 2019 Stasera su Rai3 sarà ospite a Che tempo che Fa la giovane attivista svedese Greta Thunberg, che ha dato vita al movimento globale Fridays for future in favore dello sviluppo sostenibile e contro il cambiamento climatico. A soli 17 anni ha già ricevuto due nomination per il Premio Nobel per la Pace (nel 2019 e nel 2020), è stata inserita da Forbes nell’elenco delle 100 donne più potenti al mondo, mentre la rivista Time l’ha messa in copertina come persona dell’anno 2019. Diventata famosa a 15 anni per aver indossato – dal 20 agosto 2018 fino alle elezioni legislative del 9 settembre – il celebre cartello “Skolstrejk för klimatet” ovvero “Sciopero della scuola per il clima” di fronte alla sede del parlamento svedese, in realtà la sua sensibilità verso l’ambiente nasce molto prima, all’età di otto anni. Quando – come riporta The Italian Times – si lascia ispirare dai ragazzi di Parkland che, in nome della strage nella Marjory Stoneman Douglas High School in Florida, decidono di protestare per maggiori controlli sull’utilizzo delle armi. Lo sciopero da scuola di Greta rimane inizialmente isolato, ma con il passare del tempo, prima la stampa locale e poi quella internazionale si accorgono di lei e nascono così i “Fridays for future”, disseminati in tutto il mondo. La giovane attivista svedese viene prima invitata a parlare in Finlandia, in occasione della più grande manifestazione per il clima organizzata nel paese, poi viene al World economic forum di Davos. Dopo aver incontrato Papa Francesco ed essersi presentata in parlamento europeo a Bruxelles, Greta partecipa il 23 settembre del 2019 al summit per il clima delle Nazioni Unite, dove in un discorso rimasto celebre ammonisce i politici, dicendo: “Tutto questo è sbagliato, io non dovrei essere qui, dovrei essere a scuola dall’altra parte dell’Oceano. Eppure voi vi rivolgete a noi giovani per avere speranza. Come osate? Avete rubato i miei sogni e la mia infanzia con le vostre parole vuote. E io sono uno delle più fortunate”. Successivamente si reca a Santiago del Cile per la conferenza mondiale sul clima Cop25, che raggiunge tramite una traversata atlantica “carbon neutral” a bordo di uno yacht a vela. È poi la volta del congresso Usa, dove Greta coglie di nuovo l’occasione per criticare la la politica: “Non vogliamo i vostri elogi e non vogliamo essere invitati per sentirci dire quanto siamo bravi e fonte d’ispirazione. Risparmiateci tutto questo senza poi fare niente”. Vegana, nata a Stoccolma il 3 gennaio 2003, Greta Thunberg è la primogenita della cantante d’opera Malena Ernman e dell’attore Svante Thunberg, insieme ai quali ha scritto il libro “La nostra casa è in fiamme”. Quando aveva 13 anni le fu diagnosticata la sindrome di Asperger, di chi lei non ha mai avuto problemi a parlare. Tanto che in un suo tweet del 2019 scrive: “Ho la sindrome di Asperger e questo vuol dire che qualche volta sono un po’ diversa dalla norma. E, date le circostanze, essere diversa è un super potere”. Il 20 giugno in un’intervista alla Bbc ha dichiarato: “Il cambiamento climatico dev’essere trattato con la stessa urgenza della pandemia” Il Fatto di Domani - Ogni sera il punto della giornata con le notizie più importanti pubblicate sul Fatto. In queste settimane di pandemia noi giornalisti, se facciamo con coscienza il nostro lavoro, svolgiamo un servizio pubblico. Anche per questo ogni giorno qui a ilfattoquotidiano.it siamo orgogliosi di offrire gratuitamente a tutti i cittadini centinaia di nuovi contenuti: notizie, approfondimenti esclusivi, interviste agli esperti, inchieste, video e tanto altro. Tutto questo lavoro però ha un grande costo economico. La pubblicità, in un periodo in cui l'economia è ferma, offre dei ricavi limitati. Non in linea con il boom di accessi. Per questo chiedo a chi legge queste righe di sostenerci. Di darci un contributo minimo, pari al prezzo di un cappuccino alla settimana, fondamentale per il nostro lavoro. Diventate utenti sostenitori cliccando qui. Grazie Peter Gomez Ora però siamo noi ad aver bisogno di te. Perché il nostro lavoro ha un costo. Noi siamo orgogliosi di poter offrire gratuitamente a tutti i cittadini centinaia di nuovi contenuti ogni giorno. Ma la pubblicità, in un periodo in cui l'economia è ferma, offre ricavi limitati. Non in linea con il boom accessi a ilfattoquotidiano.it. Per questo ti chiedo di sostenerci, con un contributo minimo, pari al prezzo di un cappuccino alla settimana. Una piccola somma ma fondamentale per il nostro lavoro. Dacci una mano! Diventa utente sostenitore! Con riconoscenza Peter Gomez I commenti a questo articolo sono attualmente chiusi. Città a orari scaglionati per evitare assembramenti? Dopo sei mesi la promessa di ripartenza da parte di sindaci e presidenti di Regione è rimasta lettera morta Scostamento bilancio, centrodestra vota con la maggioranza: ok quasi unanime delle Camere. Conte: “Ottimo segnale, il dialogo continui” Nuovo dpcm di Natale. Spostamenti tra Regioni , viaggi all’estero e Capodanno: le misure allo studio 	0
"Earth Day, il nuovo appello di Greta Thunberg: ""Affrontiamo due crisi, clima e coronavirus"""	la Repubblica	Every day is #EarthDay. The changes needed to safeguard future living conditions for all species wonât come from governments or businesses. It will come from the best available science and public opinion. So itâs up to us. Spread the science. #unitebehindthesciencepic.twitter.com/6nIFpz1Qf3 Il nuovo canale sostenibile: energia, mobilità, economia, food, modaa cura di GAIA SCORZA BARCELLONA	2
Salvare il mondo, con la scienza, ogni giorno	Il Bo Live - Università di Padova	Salvare il mondo dalle catastrofi ambientali che contraddistinguono il nostro tempo, dal cambiamento climatico e dall’inquinamento, e da molti altri problemi collegati al nostro stile di vita, può sembrare complicato, soprattutto quando si pensa che si debbano mettere in atto grandi e travolgenti misure dall’alto, e che ai cittadini spetti poi il compito di adeguarsi. Sorprenderà sapere che, invece, è possibile farlo a piccoli passi, personalmente, mettendo in atto una soluzione scientificamente provata, ogni giorno. Questa è l’idea che sta alla base del progetto 366solutions, una raccolta di soluzioni, appunto, che hanno l’obiettivo di ripulire, riparare e proteggere il nostro pianeta. Ogni giorno viene pubblicata una soluzione scientifica a un problema che riguarda le emissioni di carbonio, oppure l’energia, l’impegno dell’uomo, l’uso dei materiali, la mobilità, la salvaguardia del pianeta, o anche come rendere più green la nostra casa. Inizialmente pensato come a un libro, in cui raccogliere idee e soluzioni per contrastare la deriva del nostro pianeta, si è trasformato in un sito web perché poteva assicurare una maggiore fluidità dei contenuti e un veloce aggiornamento. Abbiamo intervistato Kevin Desmond, scrittore, divulgatore scientifico e storico della tecnologia, che insieme a Jeff Butler ha fondato 366solutions.com e che ci racconta il progetto dall’origine dell’idea, fino al suo futuro. Intervista (in inglese) a Kevin Desmond, ideatore del progetto 366solutions Un futuro che non si concluderà al 366esimo giorno, come il nome potrebbe suggerire. Infatti Desmond ha rivelato che ha già raccolto abbastanza soluzioni da pubblicare giornalmente che permetteranno al progetto di arrivare alla primavera 2022. Ma non è tutto. Nei piani dei creatori c’è anche l’organizzazione di un’expo internazionale in cui poter mostrare, in un unico luogo, le soluzioni proposte ai nostri problemi, un’idea che potrà diventare realtà solo alla fine della pandemia in corso. 366solutions, sottolinea Kevin Desmond, doveva chiamarsi inizialmente 365solutions, ma il dominio era già stato acquistato da qualcun altro. Così è arrivata l’idea di aggiungere un giorno, per sottolineare anche la possibilità di proporre le proprie soluzioni. Ovviamente non tutte le idee possono trovare spazio tra le soluzioni proposte: vengono selezionate solo quelle che sono state già brevettate, che si basino su uno studio scientifico pubblicato sulle maggiori riviste del settore, o che abbiano già iniziato a essere prodotte. Infine, afferma Kevin ironicamente: “Possiamo rispondere alla leggendaria Greta Thunberg, quando dice che non abbiamo fatto nulla, che c’è un sito pieno di proposte per ripulire, riparare e proteggere il pianeta”.	0
Greta e i Gretaboys scioperano per il clima. Lo slogan è Ritorno al futuro	Rai News	" 09 ottobre 2020Impermeabile giallo, mascherina e l'inseparabile cartello con la scritta ""Sciopero scolastico per il clima"". E' venerdì e Greta Thunberg è di nuovo davanti al Parlamento svedese per chiedere a gran voce interventi contro i cambiamenti climatici. Non ha ricevuto il Nobel per la Pace, assegnato al World Food Programme, premio per cui era in lizza tra i favoriti, secondo i bookmakers di tutto il mondo. Con i suoi 17 anni, sarebbe potuta diventare la seconda persona più giovane di sempre a ricevere un Nobel, dopo il riconoscimento assegnato alla pachistana Malala Yousafzai nel 2014, per aver promosso il diritto dei bambini all'istruzione. La stessa Greta, nominata anche l'anno scorso per aver ispirato un movimento globale di sensibilizzazione sul cambiamento climatico, non sembrava credere più di tanto alla sua vittoria. In un'intervista al giornale di Stoccolma 'Aftonbladet' aveva definito ""molto improbabile"" l'assegnazione agli attivisti del clima e al movimento Fridays for Future. Secondo Thunberg, c'erano ""molti"" candidati meritevoli, ma ha scelto di non citarne neanche uno perché, ha spiegato, i media avrebbero usato le sue parole ""per i titoli e per generare clic"". La 17enne ha sottolineato che non avrebbe neanche seguito la cerimonia a Oslo perché impegnata davanti al parlamento svedese come ogni venerdì per chiedere un'azione sul clima. La giornata di oggi segna anche il ritorno nelle piazze dei ""GretaBoys"" italiani dopo lo stop per l'emergenza coronavirus. In più di 100 città italiane i ragazzi sono scesi in piazza per il ""Climate Strike"", lo ""sciopero per clima"" con manifestazioni, flash-mob e sit-in. ""Nonostante la pandemia ci abbia mostrato i danni dell'attuale sistema economico e il potenziale devastante della crisi climatica, le persone al potere continuano a ignorarla o negarla"", spiega il movimento FFF Italia sui suoi canali social: ""Torniamo a riempire le piazze d'Italia e a manifestare per il nostro diritto ad un futuro vivibile. I governi hanno fallito: non sono stati in grado di agire per tutto questo tempo, ignorando gli allarmi della comunità scientifica mondiale sulla catastrofe climatica ed ecologica che stiamo alimentando ogni giorno di più. Ma noi, le persone, non abbiamo ancora fallito: ci rimangono 7 anni e 4 mesi per scongiurare la catastrofe. Sta a noi unirci con forza e protestare per il nostro futuro!"". ""Il tempo per evitare il collasso climatico sta per finire - affermano ancora i ragazzi - ma arrendersi significa destinarci a un futuro nel caos, e non lo accettiamo. Dobbiamo affrontare la realtà e trattare la crisi climatica come una crisi. Vogliamo che la politica dia la priorità alla sopravvivenza dell'umanità piuttosto che all'avidità di pochi. Vogliamo un'economia basata sul benessere delle persone e la tutela degli ecosistemi e non più sul PIL, un'Europa che si impegni a ripagare il suo debito con il sud del mondo. Vogliamo un Ritorno al Futuro"", come è stata chiamata la campagna di ""proposte concrete"" contro il cambiamento climatico avanzate al governo italiano. Ogni manifestazione, assicurano gli organizzatori, si svolge nel rispetto delle norme norme anti-contagio: dunque utilizzo della mascherina, distanziamento, misurazione della temperatura e gel disinfettante."	0
